abandon   v.抛弃，放弃=1
explore   v.勘探，考察=0
explorer   n.勘探者，探险家=0
explosion   n.爆炸，爆发，激增=0
explosive   adj.爆炸性的 n.炸药=0
export   v.,n.输出，出口=0
exportation   n.出口=0
exporter   n.出口商=0
expose   v.暴露，揭露，陈列=0
exposition   n.展览会，说明=0
exposure   n.揭露，曝光=0
express   v.表达，快递 n.快车=0
expression   n.表达，措辞，表情=0
expressive   adj.有表现力的=0
expressly   adj.明确表示的=0
expressway   n.高速公路=0
exquisite   adj.精致的=0
extend   v.延伸，扩大，给予=0
extension   n.延伸，电话分机=0
extensive   adj.广泛的，密集的=0
extensively   adv.广泛地=0
extent   n.范围，限度，一大片=0
exterior   adj.,n.外部(的)=0
external   adj.外部的，对外的=0
extinct   adj.绝灭的，熄灭的=0
extinction   n.绝灭，熄灭=0
extinguish   v.扑灭，熄灯=0
extra   adj.额外的，外加的=0
extract   v.取出，榨出，摘录=0
extraction   n.出身，摘要=0
extraordinary   n.特别的，格外的=0
extravagance   n.奢侈，浪费=0
extravagant   adj.奢侈的，浪费的=0
extreme   adj.极度的，极端的=0
extremely   adv.极其，非常=0
eye   n.眼睛，孔眼，视力=0
eyeball   n.眼球=0
eyebrow   n.眉毛=0
eyeglass   n.眼镜=0
eyelid   n.眼睑=0
eyesight   n.视力 =0
fable   n.寓言=0
fabric   n.织物，结构，组织=0
fabricate   v.制作，捏造=0
fabrication   n.制作，虚构=0
face   n.脸，正面 v.面对=0
facilitate   v.使便利，使容易=0
facility   n.方便，设施，便利=0
fact   n.事实，真相=0
faction   n.宗派，派别=0
factor   n.因素，因数，要素=0
factory   n.工厂，制造厂=0
faculty   n.本领，学系=0
fade   v.褪色，枯萎=0
fahrenheit   n.,adj.华氏(的)=0
fail   v.失败，不及格，不能=0
failing   adj.缺点=0
failure   n.失败，疏忽，破产=0
faint   adj.软弱的，模糊的=0
fair   adj.公平的 n.交易会=0
fairly   adj.公平地，相当=0
fairy   n.妖精，仙女=0
faith   n.信任，信念=0
faithful   adj.忠诚的，可靠的=0
faithfully   adv.忠诚地=0
fake   adj.冒片的 n.冒牌货=0
fall   v.落下，跌倒 n.瀑布=0
false   adj.假的，假造的=0
fame   n.名声，声誉=0
familiarity   n.熟悉，相似=0
familiar   adj.熟悉的，亲近的=0
family   n.家庭，家属=0
famine   n.饥荒，饥饿=0
famous   adj.著名的=0
fan   n.扇子，...迷 v.扇=0
fanatic   adj.狂热的，入迷的=0
fancy   n.幻想，爱好 v.想象=0
fantastic   adj.奇异的，荒谬的=0
far   adj.遥远的 adv.远=0
fare   n.车费 v.饮食=0
farewell   int.再见 adj.告别的=0
farm   n.农场，农庄=0
farmer   n.农夫，农场主=0
farmhand   n.农工，农场工人=0
farmhouse   n.农舍=0
farming   n.农业，种植业=0
farther   adv.较远，更进一步=0
fascinate   v.吸引，入迷，蛊惑=0
fascination   n.入迷=0
fascism   n.法西斯=0
fascist   n.法西斯分子=0
fashion   n.方式，时髦，时装=0
fashionable   adj.流行的，时髦的=0
fast   adj.快的 adv.快=0
fasten   v.捆紧，钉牢=0
fat   n.脂肪 adj.肥胖的=0
fatal   adj.致命的=0
fate   n.命运，厄运，宿命=0
father   n.父亲，神父，始祖=0
father-in-law   n.岳父，公公=0
fathom   v.领会，推测=0
fatigue   n.,v.(使)疲劳=0
fault   n.缺点，过失，断层=0
faultless   adj.完美的=0
faulty   adj.有缺点的=0
favor   n.帮助，偏爱 v.宠爱=0
favorable   adj.赞成的，有利的=0
favorably   adv.有利地，顺利地=0
favorite   n.adj.最喜爱的人或物=0
fbi   國際刑警=0
fear   n.,v.害怕，担忧=0
fearful   adj.可怕的，吓人的=0
fearless   adj.毫不畏惧的=0
feasibility   n.可行性=0
feasible   adj.可行的，做得到的=0
feast   n.,v.宴会，宴请=0
feat   n.功绩=0
feather   n.羽毛=0
feature   n.相貌，特征，特写=0
february   n.二月=0
federal   adj.联邦的=0
federation   n.联邦=0
fee   n.费用，酬金=0
feeble   adj.虚弱的，无力的=0
feed   v.喂养，吃东西=0
feedback   n.反馈=0
feel   v.感到，摸，意识到=0
feeling   n.知觉，感觉，感情=0
fell   v.砍到=0
fellow   n.家伙，同事=0
fellowship   n.交情，会员资格=0
female   adj.女性的，雌的=0
feminine   adj.女性的，妇女的=0
fence   n.围栏，篱笆=0
ferocious   adj.凶猛的，野蛮的=0
ferrous   adj.铁的，含铁的=0
ferry   n.渡船 v.渡运=0
ferryboat   n.渡船=0
fertile   adj.肥沃，多产的=0
fertilizer   n.肥料，化肥=0
fervent   adj.强烈的，热烈的=0
festival   n.节日 adj.喜庆的=0
fetch   v.去取来，去请来=0
feud   n.纠纷，封地=0
feudal   adj.封建的=0
feudalism   n.封建主义=0
fever   n.发烧，狂热=0
few   adj.少的 n.少数=0
fiber   n.纤维，质地=0
fiction   n.小说，虚构=0
fictional   adj.虚构的=0
fiddle   n.提琴=0
field   n.田野，战场，场=0
fierce   adj.凶猛的，猛烈的=0
fiery   adj.火的=0
fifteen   num.十五=0
fifth   num.第五，五分之一=0
fifty   num.五十=0
fig   n.无花果=0
fight   v.打仗，战斗，作斗争=0
fighter   n.战士=0
figurative   adj.比喻的，修饰的=0
figure   n.数字，图形，人物=0
file   n.档案，纵列，锉刀=0
filing   n.档案管理=0
fill   v.装满，充满，补缺=0
filling   n.充填物，馅=0
film   n.胶片，电影，薄膜=0
filter   n.滤器 v.过滤=0
filth   n.污秽，污物=0
filthy   adj.污秽的=0
final   adj.最终的 n.决赛=0
finalize   v.落实，定下来=0
finally   adv.最终，终于=0
finance   n.金融 v.资助=0
financial   adj.金融的，财政的=0
financier   n.金融家=0
financing   n.金融业，财政学=0
find   v.寻找，找到，发现=0
finding   n.发现，发现物=0
fine   adj.好的，精细的=0
finger   n.手指=0
finish   v.,n.结束，抛光=0
finished   adj.制成的=0
finite   adj.有限的，限定的=0
fir   n.裘皮=0
fire   n.火，火灾 v.开火=0
fire-engine   n.消防车=0
fireman   n.消防队员=0
fireplace   n.壁炉=0
firework   n.焰火=0
firm   adj.坚固的 n.商号=0
firmly   adv.坚定地，坚固地=0
firmness   n.坚定，坚固=0
first   adj.第一的 adv.首先=0
first-rate   adj.第一流的=0
fish   n.鱼 v.捞取，探听=0
fisherman   n.渔夫=0
fishery   n.渔业=0
fission   n.裂变，分裂=0
fist   n.拳头=0
fit   adj.适合的，健康的=0
fitness   n.适合，健康=0
fitting   adj.适当的=0
five   num.五=0
fix   v.固定，确定，修理=0
fixed   adj.固定的，已确定的=0
fixture   n.固定物，固定装置=0
flag   n.旗=0
flake   n.片，片状物=0
flame   n.火焰，热情=0
flank   n.侧面，胁腹=0
flannel   n.法兰绒=0
flap   v.拍打 n.垂下物=0
flare   v.,n.闪烁=0
flash   n.,v.闪光，闪现=0
flask   n.瓶，烧瓶=0
flat   adj.平的，平淡的=0
flatten   v.弄平，变平=0
flatter   v.奉承，谄媚=0
flavor   n.滋味，风趣=0
flaw   n.裂缝，瑕疵，缺点=0
flee   v.逃走，消散=0
fleece   n.羊毛=0
fleet   n.船队=0
flesh   n.肌肉，骨肉，果肉=0
fleshy   adj.肉的=0
flexibility   n.柔韧，灵活性=0
flexible   adj.柔韧的，灵活的=0
flicker   v.闪烁=0
flight   n.飞，航班，逃走=0
fling   v.抛，掷=0
float   v.浮，漂 n.彩车=0
flock   n.群 v.群集=0
flood   n.洪水，大量=0
floor   n.地板，(楼)层=0
flour   n.面粉=0
flourish   v.茂盛，兴旺=0
flow   v.流动 n.流动，流量=0
flower   n.花，盛期=0
flu   n.流感=0
fluctuate   v.波动，起伏=0
fluctuation   n.波动=0
fluency   n.流利，流畅=0
fluent   adj.流利的=0
fluid   n.液体 adj.流动的=0
flush   v.(脸)发红 n.红晕=0
flute   n.长笛，笛子=0
flutter   v.飘动，振翼=0
flux   n.流动，变迁=0
fly   v.飞，驾机 n.苍蝇=0
foam   n.泡沫 v.起泡=0
fob   (缩)离岸价=0
focus   n.焦点，中心 v.集中=0
fodder   n.饲料=0
foe   n.敌人，宿敌=0
fog   n.雾，翳=0
foggy   adj.有雾的，雾蒙蒙的=0
fold   v.折叠 n.折痕=0
foliage   n.叶子(总称)=0
folk   n.人们，乡亲，亲属=0
follow   v.跟随，听懂，遵循=0
follower   n.追随者，信徒=0
following   adj.下列的，其次的=0
follow-up   n.,adj.后续(的)=0
fond   adj.喜爱..的，慈爱的=0
food   n.食物，食粮=0
foodstuff   n.食品=0
fool   n.蠢人，傻瓜 v.愚弄=0
foolish   n.愚蠢的，笨的=0
foot   n.脚，英尺，最下部=0
football   n.足球=0
footing   n.立足点，立场=0
footstep   n.足迹，脚步声=0
for   prep.给，作...用的=0
forbid   v.禁止，不许=0
forbidden   adj.禁止的=0
force   n.力，力量 v.强迫=0
fore   adj.前面的adv.在前面=0
forecast   n.,v.预测，预报=0
forefather   n.祖先，先辈=0
forefinger   n.食指=0
foregoing   adj.先行的，上述的=0
forehead   n.前额=0
foreign   adj.外国的，对外的=0
foreigner   n.外国人，异乡人=0
foreman   n.领班=0
foremost   adj.最初的，第一流的=0
foresee   v.预见，预知=0
forest   n.森林=0
forestry   n.林业=0
foretell   v.预告，预言=0
forever   adv.永远，总是=0
forge   v.打铁，锻造，伪造=0
forgery   n.锻炉，锻造厂=0
forget   v.忘记，疏忽，没想到=0
forgive   v.饶恕，原谅，豁免=0
fork   n.餐叉，岔口=0
form   n.形状，类型，表格=0
formal   adj.形式上的，正式的=0
formality   n.礼节，正式=0
format   n.格式，样式=0
formation   n.形成，构成=0
former   adj.以前的，前者=0
formerly   adv.从前，以前=0
formidable   adj.可怕的，难对付的=0
formula   n.公式=0
formulate   v.系统阐述=0
formulation   n.确切表述=0
forsake   v.遗弃，抛弃=0
fort   n.堡垒，要塞=0
forth   adv.向前，向外=0
forthcoming   adj.即将到来的=0
fortitude   n.坚毅=0
fortnight   n.两星期=0
fortress   n.堡垒，城堡=0
fortuity   n.偶然事件=0
fortunate   adj.幸运的，侥幸的=0
fortunately   adv.幸运地，幸而=0
fortune   n.运气，财富=0
forty   num.四十=0
forum   n.讨论会，座谈会=0
forward   adj.向前的 adv.向前=0
fossil   n.化石，守旧者=0
foster   v.养育，抚养=0
foul   adj.肮脏的，邪恶的=0
found   v.创办，使有根据=0
foundation   n.建立，基金，基础=0
founder   n.创办人，奠基人=0
fountain   n.泉，源泉，喷泉=0
four   num.四=0
fourteen   num.十四=0
fourth   num.第四，四分之一=0
fowl   n.家禽，鸡，禽肉=0
fox   n.狐狸，狡猾的人=0
fraction   n.片断，分数=0
fractional   adj.零碎的，不足的=0
fracture   n.断裂 v.折断=0
fragile   adj.易碎的，脆的=0
fragment   n.碎片，片断=0
fragrance   n.芬芳，香气=0
fragrant   adj.香的，芬芳的=0
frail   adj.脆弱的，虚弱的=0
frame   n.框架，骨骼 v.构造=0
framework   n.构架，机构=0
france   n.法国=0
franchise   n.特许权=0
frank   adj.坦率的，真诚的=0
frankly   adv.坦率地=0
free   adj.自由的，空闲的=0
freedom   n.自由，免除=0
freely   adv.自由地，随意地=0
freeze   v.结冰，楞住，冻结=0
freezer   n.冷冻箱=0
freight   n.货运，货物，运费=0
french   adj.法国的 n.法语=0
frenchman   n.法国人=0
frequency   n.频繁，频率=0
frequent   adj.频繁的，经常的=0
frequently   adv.时常，往往=0
fresh   adj.新鲜的，崭新的=0
freshen   v.使新鲜，使振作=0
freshman   n.新人，新生=0
fret   v.使烦恼 n.烦燥=0
friction   n.摩擦，摩擦力=0
friday   n.星期五=0
friend   n.朋友=0
friendly   adj.友好的，和气的=0
friendship   n.友谊，友好=0
fright   n.恐怖，惊吓=0
frighten   v.惊吓，吓唬=0
frightening   adj.令人害怕的=0
frightful   adj.可怕的=0
fringe   n.边缘，花边，穗子=0
frock   n.女上衣，童上装=0
frog   n.蛙=0
from   prep.自，从...来=0
front   n.正面，前线 v.面对=0
frontier   n.边界，国境，新领域=0
frost   n.霜，霜冻=0
frosty   adj.霜的=0
frown   v.皱眉头，厌恶=0
frugal   adj.节俭的=0
fruit   n.果子，水果，成果=0
fruitful   adj.果实累累的=0
frustrate   v.阻挠，使灰心=0
frustration   n.挫折，灰心=0
fry   v.油煎，炸=0
frying-pan   n.煎锅=0
fuck   渾蛋，辱駡=0
fuel   n.燃料=0
fulfil   v.完成，满足要求=0
fulfillment   n.完成，成就=0
full   adj.满的，完全的=0
fully   adv.完全，彻底=0
fumble   v.摸索=0
fun   n.娱乐，玩笑，乐趣=0
function   n.作用，集会，函数=0
functional   adj.功能的=0
fund   n.基金，资金，蕴藏=0
fundamental   adj.基本的，根本的=0
funeral   n.葬礼=0
funny   adj.有趣的，好笑的=0
fur   n.毛皮，裘衣=0
furious   adj.狂怒的，狂暴的=0
furnace   n.熔炉=0
furnish   v.供应，装备，摆家具=0
furniture   n.家具(总称)=0
furrow   n.犁沟=0
further   adv.更远，进一步=0
furthermore   adv.而且=0
fury   n.狂暴，狂怒=0
fuse   n.保险丝，导火线=0
fuss   n.忙乱，大惊小怪的=0
fussy   adj.爱大惊小怪的=0
future   n.将来，前途=0
futures   n.期货=0
gain   v.获得，赢得 n.收益=0
gale   n.大风，定期交付=0
gallery   n.美术馆=0
gallon   n.加仑=0
gallop   v.奔驰，飞跑=0
gamble   v.,n.赌博，投机=0
gambler   n.赌徒=0
game   n.游戏，比赛，猎物=0
gang   n.一群，一帮=0
gangster   n.匪徒，歹徒=0
gaol   n.监狱=0
gap   n.空隙，隔阂，山口=0
garage   n.车库，汽车修理站=0
garbage   n.垃圾=0
garden   n.花园，菜园=0
gardener   n.园丁=0
gardening   n.园艺=0
garlic   n.大蒜=0
garment   n.衣服，服装=0
garrison   n.要塞，警备队=0
gas   n.气体，煤气，汽油=0
gasoline   n.汽油=0
gasp   v.,n.喘息，喘气=0
gate   n.大门，门票收入=0
gather   v.聚集，收集，采集=0
gathering   n.集会，聚集=0
gauge   n.规格，计量表=0
gay   adj.快活的，快乐的=0
gaze   v.,n.凝视，注视=0
gear   n.齿轮，用品=0
gem   n.宝石=0
general   adj.一般的，总的=0
generalization   n.概括=0
generalize   v.总结，归纳=0
generally   adv.通常，大概=0
generate   v.产生，发生，生殖=0
generation   n.世代，一代人=0
generator   n.发电机=0
generosity   n.慷慨，大方=0
generous   adj.慷慨的，丰盛的=0
genius   n.天份，才华，天才=0
gentle   adj.温柔的，温和的=0
gentleman   n.绅士，先生，君子=0
gently   adv.轻轻地，温柔地=0
genuine   adj.真正的，道地的=0
geography   n.地理学，地形=0
geology   n.地质学=0
geometry   n.几何学=0
germ   n.萌芽，起源，细菌=0
german   adj.德国的 n.德语=0
germany   n.德国=0
gesture   n.姿势，手势，姿态=0
get   v.获得，记住，到达=0
get-together   n.集会，聚会=0
ghost   n.鬼魂，幽灵=0
giant   n.巨人 adj.巨大的=0
gift   n.礼品，天赋=0
gigantic   adj.巨大的=0
giggle   v.咯咯地笑=0
ginger   n.姜=0
girl   n.少女，姑娘=0
giver   v.给予，付出 n.让步=0
glad   adj.快乐的，高兴的=0
glance   v.看一眼 n.一瞥=0
glare   n.,v.闪耀，瞪眼=0
glass   n.玻璃，镜子=0
glassware   n.玻璃制品=0
gleam   n.微光，闪光=0
glide   v.,n.滑行，溜=0
glimpse   v.,n.瞥见=0
glisten   v.闪光=0
glitter   v.闪闪发光=0
global   adj.全世界的，总的=0
globalization   n.全球化=0
globalize   v.使...全球化=0
globe   n.地球，球体，地球仪=0
gloom   n.黑暗，忧郁=0
gloomy   adj.阴沉的，忧郁的=0
glorious   adj.光荣的，辉煌的=0
glorify   v.颂扬，赞美=0
glory   n.光荣，壮丽，荣誉=0
glossary   n.词汇表=0
glove   n.手套=0
glow   v.发光，发红=0
glue   n.胶水 n.粘贴=0
glut   n.供过于求v.狼吞虎咽=0
gnaw   v.啃，咬=0
gnp   n.(缩)国民总收入=0
go   v.去，进行，打算=0
goal   n.目标，目的，球门=0
goat   n.山羊=0
god   n.神，上帝=0
goddess   n.女神=0
gold   n.黄金，金币，金色=0
golden   adj.黄色的，金黄色的=0
golf   n.高尔夫球=0
good   adj.好的，善良的=0
good-bye   int.再见=0
good-looking   adj.好看的=0
goodness   n.优良，天哪=0
goodself   n.你方=0
goods   n.货物，商品=0
goodwill   n.商誉=0
goose   n.鹅=0
gorge   n.咽喉，峡谷，山口=0
gorgeous   adj.绚丽的，了不起的=0
gorilla   n.大猩猩=0
gossip   n.闲谈，聊天=0
govern   v.统制，支配，决定=0
government   n.编制，政体，政府=0
governess   n.女家庭教师=0
governor   n.州长，总督=0
gown   n.长袍，法衣=0
grab   v.抓住，攫取=0
grace   n.优美，文雅，恩惠=0
graceful   adj.优美的，文雅的=0
gracious   adj.亲切的，客气的=0
grade   n.等级，年级=0
gradual   adj.逐渐的，逐步的=0
gradually   adv.逐渐地，逐步地=0
graduate   v.毕业生 v.毕业=0
graduation   n.毕业=0
grain   n.谷物，颗粒，一点点=0
gram   n.克=0
